site_id,year,site_name,security_incidents_count,percent_https_pages,avg_patch_time_days,csp_present,malware_detections,phishing_reports,whois_age_years,ssl_grade,blocklist_hits
site037,2009,example542,35,90.4657737724483,24.06534437322989,0,2,10,13.413773188367486,5.278349376749247,3
site037,2010,example543,22,64.48425967246294,25.906712010037154,0,3,13,10.527402388397604,9.293057024478912,3
site037,2011,example544,50,93.55908077210188,14.68856648192741,0,3,3,7.1290861535817385,7.806185778463259,3
site037,2012,example545,33,92.55402096547186,19.797882339917123,1,10,9,12.667978998739272,7.686873908387497,3
site037,2013,example546,23,99.65648776851594,10.426208852091804,0,8,6,4.388070986140519,8.084661905886605,1
site037,2014,example547,3,61.93258099257946,14.517986285034567,1,1,11,6.369997694157064,6.098707091296092,1
site037,2015,example548,28,89.87151649780571,28.32981122727506,1,10,15,2.683728355448693,7.597955072997138,3
site037,2016,example549,22,76.77254086360335,8.118464660597965,1,7,1,4.2652099980041385,8.614115599775687,2
site037,2017,example550,10,83.2857558876276,1.651254717959091,1,2,15,10.626054884400219,5.141092872945592,1
site037,2018,example551,32,93.22936248965561,29.04508308530785,0,9,1,14.906892784871161,8.184581899549812,3
site037,2019,example552,50,60.54122509434819,8.54141685180366,0,4,11,12.650353281758726,8.701115009607747,2
site037,2020,example553,49,60.460870526731014,19.969109278870746,0,1,5,10.771512898616493,7.226431706221774,0
site037,2021,example554,47,99.85782829113305,3.186055888887495,1,3,9,8.347785631660372,8.986922841286287,4
site037,2022,example555,2,90.62758668325841,29.108136871131137,0,9,0,3.5634408011101186,8.278732254402712,5
site038,2008,example556,32,72.58650442585349,27.637640391476452,1,4,7,14.749985538888723,8.04258992546238,0
site038,2009,example557,29,92.48046977445483,26.17642355035059,1,6,7,12.536949122790247,5.911838201573119,4
site038,2010,example558,33,99.64876869693398,13.306990270037204,0,1,15,14.556020789779723,8.713246397674084,4
site038,2011,example559,1,68.0303837172687,23.64992730366066,0,1,6,8.344312506727874,7.105969267431647,2
site038,2012,example560,39,85.84148881025612,9.6972708881367,1,9,13,11.417100264225155,5.5374545708764344,4
site038,2013,example561,19,77.50202915631235,9.394130864180624,1,4,10,12.141504311934114,5.794299377594143,2
site038,2014,example562,13,97.52113046124578,29.97894116048701,1,10,9,8.019977591466159,8.930554540129378,5
site038,2015,example563,24,99.5201322156936,29.624079030007124,0,8,7,8.289166614878923,5.591220288770273,3
site038,2016,example564,44,78.25278243981302,14.921343894675374,1,8,9,10.8659733585082,7.331878844415769,4
site038,2017,example565,6,69.22459772787988,23.105976920574903,1,0,2,7.673848154488951,6.85085846344009,3
site038,2018,example566,39,87.81957074068487,10.52974582533352,0,8,13,5.11731647932902,7.46700257062912,4
site038,2019,example567,34,82.26529378443956,7.85092657036148,1,1,14,8.505391644313931,7.833590564550832,2
site038,2020,example568,30,83.3884035795927,18.917940881103277,0,10,10,9.249443151522428,9.769794080639258,5
site038,2021,example569,21,77.34524987637997,10.87302869767882,0,5,13,10.241629418917,5.903099075658247,3
site038,2022,example570,15,77.04700211063027,2.693339800927788,0,1,9,14.386879725847393,6.932342904619873,0
site039,2008,example571,21,83.87417581863701,29.476428845198825,1,8,14,4.792635101359338,7.152584900613874,4
site039,2009,example572,28,78.08342339470983,20.953163529047742,1,10,1,4.706404631026089,9.247784363105893,0
site039,2010,example573,32,98.26434634625912,26.00328440638259,0,4,0,4.585637393873185,5.167958152014762,0
site039,2011,example574,43,93.77721400000155,14.38916902593337,0,8,6,7.09049897827208,5.111795295961201,1
site039,2012,example575,49,68.91074410639703,4.6547887567430735,0,7,14,6.973815583623946,6.637661956483498,0
site039,2013,example576,30,76.80680708028376,20.728567912476137,1,3,5,6.479176660068333,6.711553110508248,1
site039,2014,example577,45,76.7993174213916,1.57851477060467,1,2,3,8.952092693652958,9.395668648649007,3
site039,2015,example578,7,60.83163395524025,5.725800550542772,1,4,6,6.222388178110123,7.8233193047344685,1
site039,2016,example579,23,75.21791878156364,26.97865921794437,1,7,12,6.256705822888762,5.623902967199683,5
site039,2017,example580,29,76.8939371034503,5.441574592143297,0,2,13,5.292145214509219,5.308503441046923,0
site039,2018,example581,22,67.65704253688455,8.500606215093285,1,0,0,9.741212845314294,5.582239965442568,2
site039,2019,example582,36,88.21317126974463,8.076715726638213,1,2,8,3.304975455161184,9.179357537068427,1
site039,2020,example583,31,60.54081900976598,10.044082314241678,0,1,8,2.894037109334022,7.064947629114613,4
site039,2021,example584,16,89.24812423065305,7.416153997182846,0,10,6,2.1482885349541903,9.842154377838597,5
site039,2022,example585,25,77.30896391905844,1.8858584424015135,1,4,3,2.067094810772687,8.517806093441322,2
site040,2008,example586,42,89.24960372038186,27.18806166271679,0,1,6,10.660524036735296,6.344118438428268,1
site040,2009,example587,22,60.55766209959984,28.822526464471593,0,1,1,14.59057301376015,9.458955032750964,5
site040,2010,example588,25,61.81253233924508,28.34261118201539,0,9,9,12.095428451895714,8.243404142558575,1
site040,2011,example589,35,76.73657505773008,14.145701159490272,0,5,3,10.164954603184015,9.980098770465702,4
site040,2012,example590,44,85.75360008515418,13.692285070195794,0,5,11,10.661918792873621,5.574813730781898,0
site040,2013,example591,7,68.79175142385066,2.4548182850703597,0,0,15,5.839427006430924,8.942016346845776,1
site040,2014,example592,14,93.33770611323416,11.43481678236276,0,2,12,10.016767037566751,9.896204915130511,1
site040,2015,example593,35,87.79069254174829,27.002677876036614,0,6,3,6.45656891958788,8.745170860784128,1
site040,2016,example594,44,95.96497940830886,11.760831849649549,1,6,10,2.7400881494395435,8.879821323789656,0
site040,2017,example595,2,76.5696114115417,15.59526532702148,1,2,0,11.973311412148178,9.893580013886094,3
site040,2018,example596,38,76.44018813036382,16.300379876280203,0,9,15,13.15315371984616,6.634955550543964,1
site040,2019,example597,32,70.00059957616031,5.937831887276843,0,1,6,6.833921025972813,6.908680549822748,1
site040,2020,example598,37,74.95068156160414,16.61936452705413,0,3,1,10.086011108476669,5.89095828239806,5
site040,2021,example599,44,69.27570930682123,4.204309907043353,1,4,5,9.066434866283089,7.077636099420488,4
site040,2022,example600,25,97.26412658579648,18.809045997215435,1,0,12,13.517066072672606,7.114105899818242,2
site041,2008,example601,27,79.05379020608962,16.804316382622346,1,10,6,6.538545896764845,7.999851338099688,3
site041,2009,example602,25,61.906600119546056,7.6012320830486715,0,7,7,6.550854552537203,7.0589599560480565,4
site041,2010,example603,16,90.94124224036932,27.143750925548375,0,9,3,5.31267151562497,5.388955113012344,4
site041,2011,example604,22,73.24469317682087,6.757266664179042,0,8,13,2.359828219283372,8.276867986423895,0
site041,2012,example605,37,82.11505882441998,13.232551409397274,1,2,2,11.17066538427025,5.166102551156655,3
site041,2013,example606,9,87.05322115682065,26.646493882406503,0,4,0,13.456515992991626,5.771820259978995,3
site041,2014,example607,44,71.09337483532727,7.907824551220983,0,7,12,8.78764523472637,9.823012195993215,0
site041,2015,example608,37,62.11422713473439,9.45728734927252,1,9,7,2.842121451161802,7.542783179087564,1
site041,2016,example609,40,77.03034334816039,26.415462816366926,1,2,3,13.649137025233358,6.413235475774854,4
site041,2017,example610,7,84.40473928116262,18.953101775143296,0,0,15,6.551201214082539,5.013511821161956,2
site041,2018,example611,0,99.04184140264988,25.861663857009262,1,0,10,2.822946318425238,6.6175950900651515,4
site041,2019,example612,15,98.79200480878353,14.841245642630383,0,1,15,13.594413734506816,9.42299343412742,2
site041,2020,example613,1,63.53938229382038,26.932697838172317,1,9,7,7.246581841260195,5.8018287911545485,4
site041,2021,example614,39,79.93520149029791,5.90301134577021,0,7,2,7.068643781822175,6.916613606736064,2
site041,2022,example615,13,75.82757471129298,19.01103399368003,0,8,0,6.841198092326522,7.786392132984474,1
site042,2008,example616,11,75.61327716335654,21.960055361967534,0,2,4,5.3982195956632495,7.472618822939694,3
site042,2009,example617,25,72.73997963406146,6.516268738778308,0,9,6,2.9770545796491206,8.613934294553474,3
site042,2010,example618,7,87.30300216935575,17.492749565979466,1,10,13,12.066566966474056,9.064719610614702,2
site042,2011,example619,40,71.38459630310535,20.474408498499542,1,0,12,12.771564953029156,7.0479277381673455,5
site042,2012,example620,7,75.60378856956959,27.657116062007844,0,1,9,3.701580221299082,6.124256661860272,5
site042,2013,example621,8,99.60674241185188,10.44123123656027,0,2,4,7.401303049642593,7.52933056675829,0
site042,2014,example622,32,91.68022925965488,16.855810038978234,1,5,10,4.538945613894612,6.508469666587189,3
site042,2015,example623,2,72.49620606191456,1.1447441803757101,0,2,1,2.161173343192786,9.146487604593858,1
site042,2016,example624,39,92.68470921553671,11.733368100365624,0,9,9,11.766767226625234,6.32318060612306,2
site042,2017,example625,1,68.83639088831842,19.49102131417021,0,7,3,4.876294972840697,7.478521208977327,0
site042,2018,example626,0,80.04295281134546,18.678603294305503,0,1,7,8.071093952748924,5.4834217799361795,5
site042,2019,example627,8,66.67889185249805,24.730472904862836,0,2,3,2.883105575107038,6.436408519512042,5
site042,2020,example628,6,64.78636777959764,4.418862102320418,1,4,10,7.681289092171937,9.223490611184388,0
site042,2021,example629,12,95.9043987095356,20.237372462404892,1,8,1,12.908654987812042,7.379174365196377,5
site042,2022,example630,28,63.74859514646232,6.846610402688384,0,9,13,1.1969634089618921,7.2674173035193235,2
site043,2008,example631,19,94.6023422665894,18.018926702905446,1,9,3,14.92304523428902,5.999013260006905,1
site043,2009,example632,13,71.06365854851902,21.15702938265167,1,0,0,12.04610284930095,6.298173188697547,5
site043,2010,example633,15,61.091347709298134,16.320356288459152,0,8,13,4.503444036003202,7.702886210754514,5
site043,2011,example634,6,91.49539853446186,11.716123792575672,1,2,13,11.367327261250466,8.626926011638716,5
site043,2012,example635,35,74.34641199186444,21.25569976097904,0,3,6,7.48560717375949,5.9230628167279065,5
site043,2013,example636,44,61.00411863066256,14.73742926120758,0,0,5,1.4963862509466708,5.926983122481033,5
site043,2014,example637,11,89.84374391846359,7.693427593214437,1,0,4,9.54223442170769,9.591649713693187,5
site043,2015,example638,24,61.18502308614552,14.169906202238053,1,5,6,6.603726155590266,5.668416355038062,4
site043,2016,example639,26,77.35459323972464,3.296565656317398,0,9,1,14.952753809280694,5.032249467913061,2
site043,2017,example640,12,70.26507331989706,8.472736638272181,1,6,14,7.196231769863516,6.362816657638177,0
site043,2018,example641,19,79.92060883902013,17.068334521260113,1,6,6,1.139012179337442,8.279491044813767,2
site043,2019,example642,9,86.1342092230916,1.6310340017080307,0,9,1,1.3562012733891606,7.53966536722146,4
site043,2020,example643,29,63.34627542644739,7.121959849260747,0,1,3,5.250980562530458,6.5638264222070575,5
site043,2021,example644,40,67.2188984695822,19.455408374546096,0,4,15,2.740713691804558,5.961493400391191,0
site043,2022,example645,11,64.17850006371737,21.792239362141117,1,3,0,2.603390283882618,9.882735211867839,3
site044,2008,example646,7,92.49571935273707,23.529009758727625,0,8,14,7.328682302962989,8.719824734143913,5
site044,2009,example647,6,85.10009766556323,3.123048395384103,1,6,10,6.739565601106733,7.036563050933182,3
site044,2010,example648,14,85.22289943881333,3.8637027726508677,0,6,4,4.798733606468886,5.524375905515626,0
site044,2011,example649,18,75.63559400849044,28.445471251616254,1,6,6,6.478378292173147,8.425196263706312,1
site044,2012,example650,48,77.2901429515332,27.99561882694252,0,6,15,8.788752136286348,8.012768656481057,2
site044,2013,example651,42,73.94536009058356,27.722094706259668,0,4,11,4.2585494252853096,8.252913231262937,1
site044,2014,example652,38,91.74231034703553,19.848220801679417,0,8,12,1.663915304467082,8.769925695378333,3
site044,2015,example653,50,95.47744448296726,5.534160616109148,1,7,7,14.533583883196115,7.989030295284465,2
site044,2016,example654,22,86.04508346877992,27.394166394136846,0,8,1,3.23672948917374,5.447753150947392,5
site044,2017,example655,34,83.71453057043254,27.73979474627413,1,10,14,9.420101553201675,8.489063369343057,2
site044,2018,example656,5,73.11288375407457,5.9079778040759265,1,2,15,14.13929120125249,5.101687120040879,0
site044,2019,example657,6,63.027574717998505,3.12765215174295,0,5,11,14.883207789156586,9.885549332248047,3
site044,2020,example658,3,83.65548968315125,17.420639001065865,0,2,0,9.280020557809621,9.757982661249116,2
site044,2021,example659,9,67.13347054086626,11.596753610298038,0,1,2,12.128898045513779,9.115843964973465,2
site044,2022,example660,16,89.6540049649775,14.344831948867068,1,10,1,2.2284445790573955,6.246603031177074,1
site045,2008,example661,47,71.75504832528532,14.477370459586382,1,1,10,2.440316178370267,7.88930450216867,5
site045,2009,example662,7,85.56743242777884,23.588306135497987,0,5,0,2.8255520397797227,6.718452014029026,2
site045,2010,example663,2,64.99289589002728,24.886324912542477,1,4,9,4.158083542250097,9.816472185775638,0
site045,2011,example664,43,70.21063135005534,9.18829651339911,0,9,2,5.692881645169109,9.259598630014807,4
site045,2012,example665,45,92.82298749312758,22.169371109921485,0,5,13,9.506234211847186,8.600599517812952,5
site045,2013,example666,36,92.15121571905911,15.383178893243894,0,10,9,3.749384196475148,8.955117446603253,3
site045,2014,example667,13,61.83338522911072,2.9217807319946587,1,0,10,4.943326511885971,8.711308108177036,0
site045,2015,example668,27,95.02126887440681,2.091787086101249,0,7,0,2.1323276767507195,6.627223726827651,0
site045,2016,example669,5,65.12036359868944,7.889967147028074,1,6,14,9.938147422857583,9.46719832951203,1
site045,2017,example670,8,84.3532561417669,7.333487196592614,0,10,14,13.003881786484271,5.277909586438909,5
site045,2018,example671,32,78.78267493098974,13.249201972270384,0,8,1,11.753266133368015,7.819976466707885,2
site045,2019,example672,45,82.29164342395961,16.942797359311953,0,6,3,9.460400284733623,6.592247277731076,2
site045,2020,example673,18,89.21571138314903,21.698390535544604,0,3,13,10.284339369740337,8.829622368793935,2
site045,2021,example674,36,78.79434755071998,7.959829151630402,1,1,6,11.456775451544672,8.113156334729865,5
site045,2022,example675,33,99.54440236091614,26.97477838071063,1,9,1,7.250425996724516,6.959288991056383,0
site046,2008,example676,0,99.38673538155854,14.996089853812009,1,0,9,3.9011857779696584,9.322586271446198,0
site046,2009,example677,27,75.73138724081218,8.622563055017963,0,0,15,4.639121194370091,7.7483666490297765,1
site046,2010,example678,29,84.35388550162315,10.27764404960908,0,5,15,7.072962578386068,9.266534032067284,1
site046,2011,example679,3,73.81934920325875,20.264757252763957,0,1,0,2.381006423383951,7.579054888337851,2
site046,2012,example680,25,77.48450248502195,22.113489480456337,0,9,15,1.4638575525023043,8.246512841433287,2
site046,2013,example681,10,69.16527853347361,17.57164257694967,0,9,12,9.867721025831997,6.305865434696898,0
site046,2014,example682,4,60.24288992397487,26.48215721361339,0,1,0,8.527936464175582,6.443901957245544,2
site046,2015,example683,35,60.95507552847266,12.86689508613199,1,0,7,12.505525419022888,9.895285533275455,4
site046,2016,example684,18,62.350337132811546,6.9564778979402035,0,1,2,10.261108508799225,9.962645566556603,5
site046,2017,example685,34,90.5830258037895,14.653792097698897,0,7,7,7.555501270107925,6.440579023910686,1
site046,2018,example686,32,78.7617602199316,12.002825485309586,0,7,11,13.019307856913656,8.024400087306276,0
site046,2019,example687,38,94.03327520936728,8.17938390863128,1,5,13,11.842448158655316,6.805014410056174,1
site046,2020,example688,4,83.26877562329173,27.825943247880787,0,1,6,6.352709110826254,9.942295318469405,1
site046,2021,example689,22,67.47553049586713,14.519066490931436,1,4,0,14.81861680932343,9.536588829942048,2
site046,2022,example690,40,84.36243914067745,1.404308816883713,0,9,9,3.9906856529414654,7.592788947513327,2
site047,2008,example691,24,95.73366932570934,28.353517405455932,0,10,15,14.62805427517742,7.458867512177676,3
site047,2009,example692,48,91.77284663543105,11.861824007937685,0,7,6,7.312841620761901,6.945507453056052,1
site047,2010,example693,20,80.16371335834265,1.233204529620707,0,1,7,5.344667913392186,9.39311055582948,4
site047,2011,example694,4,76.92113094963133,29.435210598399863,0,6,5,13.029020208399743,9.612397481687367,5
site047,2012,example695,11,86.17525150999427,11.948661620961502,1,4,6,10.907962931320071,6.359034831402823,5
site047,2013,example696,1,95.50954057835042,29.590159088838845,0,3,5,8.797542045358568,9.237105845240876,4
site047,2014,example697,17,95.68065884523094,5.048875330016017,0,8,13,4.377834730781615,7.4743853125255555,3
site047,2015,example698,3,67.13562151417136,17.30432498967275,0,9,8,8.341576540376991,8.132680532289669,0
site047,2016,example699,41,70.30009699054062,24.036445636302233,1,1,14,11.567819309886545,7.00465727946721,4
site047,2017,example700,46,64.53754018992186,6.623139690840617,0,3,12,7.997952330391854,5.388761134818196,4
site047,2018,example701,22,91.88635834492743,21.61025658901781,1,0,9,7.674215667881072,5.831221244297922,0
site047,2019,example702,7,64.38153955154121,17.405532580101863,0,9,13,8.049915585666895,5.1883382990490645,1
site047,2020,example703,0,93.16286779008806,1.2933562609832734,0,2,4,9.53069719299674,6.9041303370613605,2
site047,2021,example704,10,90.84185187704861,8.45157516701147,0,9,3,7.909485513344407,8.567190244793892,3
site047,2022,example705,36,97.7475761808455,14.658463003579527,1,9,10,3.7323272000066936,6.280739419162273,2
site048,2008,example706,10,78.67830374278128,27.87901966809295,1,0,11,8.16967527475208,7.026138299843296,0
site048,2009,example707,14,97.5942259002477,29.863467385759577,1,4,11,13.40359795326367,9.022005684673786,4
site048,2010,example708,14,91.40731769613922,7.089486711891368,1,3,5,2.0640737605281174,8.97464424953796,4
site048,2011,example709,41,94.98431500047445,16.810420338297263,0,5,11,7.53039335180074,6.927659695502371,2
site048,2012,example710,14,75.77850613743067,19.716393299400806,1,3,4,13.122556185349822,8.73230117955245,3
site048,2013,example711,14,63.98796643130481,27.132131438469514,1,8,6,5.589585445821285,7.335063790669665,3
site048,2014,example712,43,71.07845681719482,22.237330673029646,1,3,15,9.331721305381507,6.127233689185232,5
site048,2015,example713,40,88.88888204470277,18.681610357249156,0,6,14,7.572473235893995,6.019396161427721,3
site048,2016,example714,24,74.25220717675984,7.50679187476635,0,4,12,11.635417698416859,5.262848965357989,2
site048,2017,example715,35,75.30847533605993,27.5689593879506,1,4,9,8.426284887827933,7.925969554344192,3
site048,2018,example716,2,61.27874603495002,24.280069719068706,0,7,2,14.561789938714355,9.837457808898762,1
site048,2019,example717,6,80.85781147703528,10.059849764686078,0,2,8,14.288387766573578,5.267439482267946,5
site048,2020,example718,3,64.84311641193926,7.590284692123532,1,1,11,9.049927440006286,8.590120848966762,3
site048,2021,example719,39,95.40736705996096,20.070260914741084,1,6,0,2.8668102202937007,5.007947644917294,2
site048,2022,example720,36,62.985851960256696,22.33620353299193,0,3,1,4.545925457496196,9.948446751805022,2
site049,2008,example721,23,91.36911787092686,14.487733382964507,0,10,9,14.902470354922116,9.849766017869115,4
site049,2009,example722,37,94.16529210284352,26.04455454973504,1,1,0,6.708841511514038,8.498137639835477,5
site049,2010,example723,3,61.487126825377345,20.575016915332526,1,2,9,4.075362652540207,8.877767258090898,0
site049,2011,example724,2,71.00574037991464,5.68256877688691,1,2,3,5.8754406101070344,7.23802957101725,4
site049,2012,example725,10,85.68279796279967,1.3506188951432705,1,4,1,8.970480964984745,8.685986453201622,5
site049,2013,example726,9,91.40313438139856,26.115972795989364,0,4,5,1.42475803848356,8.388425436569378,4
site049,2014,example727,28,76.00250847637653,3.920670846942812,1,3,8,1.2770359250716865,5.063296253792942,1
site049,2015,example728,22,97.41209318861365,10.054735091282055,0,1,10,5.696373597718775,7.6818122155964375,0
site049,2016,example729,4,75.62067883089185,13.60035653761588,0,1,10,4.589706062804908,8.754189939936623,3
site049,2017,example730,23,76.95837228558958,18.856925861444324,0,5,3,1.3180229207500815,5.1017256116028875,1
site049,2018,example731,31,71.45686804316938,10.837497647386044,0,2,6,11.749851606786251,8.492017397657037,1
site049,2019,example732,24,84.46993634104729,17.819364981725812,0,5,13,11.933158623985946,9.258750565350056,4
site049,2020,example733,10,82.35250954516232,25.060569278895855,0,6,5,10.706233977340162,7.345256136031821,1
site049,2021,example734,9,61.59868540242314,10.703926222398877,0,9,7,1.7150615891441703,6.3002381508704275,5
site049,2022,example735,14,89.8112778738141,12.078550888923928,1,1,5,10.23029627557844,8.976626034127548,1
site050,2008,example736,50,68.25949682854116,18.56500810594298,0,9,8,11.677393355872482,7.125805501127616,1
site050,2009,example737,30,86.25983860343695,15.37634087074548,0,1,2,5.484674615319818,9.343821627553552,4
site050,2010,example738,9,80.89658685028553,4.168768627336249,0,6,5,6.655742148403078,8.14424128853716,3
site050,2011,example739,44,85.33746339380741,25.531920698238537,0,1,8,1.4567183391191065,7.256923615932465,4
site050,2012,example740,23,84.70252535305917,13.92983951815404,0,0,7,7.891172581817955,7.600120718125254,1
site050,2013,example741,34,71.395821897313,22.760901240399107,0,7,2,2.9834486646577716,9.870663945330307,0
site050,2014,example742,49,68.95228889770806,24.07061996916309,1,5,9,12.1882180031389,8.417600070824847,4
site050,2015,example743,9,81.56077421270311,12.330266857054085,1,1,1,6.727573787793517,9.192562373355031,5
site050,2016,example744,7,99.85487909056246,1.4305887764785439,0,8,3,14.110086323693395,6.973943976918235,3
site050,2017,example745,43,73.15666147507727,22.55902997404337,1,3,12,11.26073671784252,9.447982806013897,3
site050,2018,example746,41,72.93344353325665,2.983170181978494,1,5,11,7.08947772346437,5.127704575425014,4
site050,2019,example747,31,61.412940714508295,16.428598292637616,1,5,14,12.183604578487575,6.881680866936222,5
site050,2020,example748,38,81.0244741011411,4.556282001780346,0,8,1,6.128218010999262,8.421501611592248,3
site050,2021,example749,6,83.87227660045028,20.597329975571483,1,6,6,6.333826187532395,7.239195307483897,0
site050,2022,example750,37,89.68346636742353,2.624581965385005,0,8,12,10.429667073767632,6.067899048794061,1
